date,year,month,day_of_week,is_weekend,is_holiday_fr,visits_count,admissions_count,lwbs_count,avg_wait_time,avg_los_ed,beds_total,beds_occupied,icu_beds_total,icu_beds_occupied,staff_doctors_available,staff_nurses_available,staff_absence_rate,ppe_stock_index,critical_stockout,flu_level,bronchiolitis_level,covid_level,heatwave,strike,mass_casualty_event
2022-07-09,2022,7,5,1,0,65,23,2,86.6,207.7,1800,1611,120,100,33,87,0.095,77,0,0.0,0.0,0.478,0,0,0
2022-07-10,2022,7,6,1,0,65,18,2,81.1,194.9,1800,1511,120,104,33,89,0.07,76,0,0.0,0.0,0.484,0,0,0
2022-07-11,2022,7,0,0,0,63,16,0,73.1,193.0,1800,1580,120,107,40,106,0.118,72,0,0.0,0.0,0.489,0,0,0
2022-07-12,2022,7,1,0,0,67,22,0,79.8,195.2,1800,1517,120,102,42,112,0.069,84,0,0.0,0.0,0.493,1,0,0
2022-07-13,2022,7,2,0,0,69,14,2,66.6,155.0,1800,1559,120,113,41,110,0.083,71,0,0.0,0.0,0.497,1,0,0
2022-07-14,2022,7,3,0,1,61,20,2,71.9,183.8,1800,1538,120,104,31,82,0.094,82,0,0.0,0.0,0.499,1,0,0
2022-07-15,2022,7,4,0,0,61,23,1,82.7,214.0,1800,1593,120,104,39,104,0.132,77,0,0.0,0.0,0.5,1,0,0
2022-07-16,2022,7,5,1,0,72,22,0,98.5,183.2,1800,1517,120,97,33,88,0.084,80,0,0.0,0.0,0.5,1,0,0
2022-07-17,2022,7,6,1,0,69,21,1,71.0,179.8,1800,1461,120,105,33,88,0.079,74,0,0.0,0.0,0.499,1,0,0
2022-07-18,2022,7,0,0,0,74,18,3,70.4,177.9,1800,1471,120,102,41,110,0.081,73,0,0.0,0.0,0.497,1,0,0
2022-07-19,2022,7,1,0,0,68,27,1,79.0,188.5,1800,1517,120,99,39,105,0.125,79,0,0.0,0.0,0.493,1,0,0
2022-07-20,2022,7,2,0,0,65,14,3,62.9,203.8,1800,1478,120,98,43,116,0.035,81,0,0.0,0.0,0.489,1,0,0
2022-07-21,2022,7,3,0,0,66,15,1,72.8,176.5,1800,1567,120,118,42,111,0.072,74,0,0.0,0.0,0.484,1,0,0
2022-07-22,2022,7,4,0,0,64,21,3,60.7,163.2,1800,1520,120,100,38,102,0.146,77,0,0.0,0.0,0.478,1,0,0
2022-07-23,2022,7,5,1,0,71,16,1,75.5,188.5,1800,1673,120,93,32,86,0.103,77,0,0.0,0.0,0.471,1,0,0
2022-07-24,2022,7,6,1,0,62,23,3,54.8,145.5,1800,1450,120,97,34,89,0.069,74,0,0.0,0.0,0.463,1,0,0
2022-07-25,2022,7,0,0,0,74,22,3,61.5,196.5,1800,1555,120,101,41,109,0.09,79,0,0.0,0.0,0.454,1,0,0
2022-07-26,2022,7,1,0,0,57,17,2,53.2,164.9,1800,1482,120,104,41,109,0.092,73,0,0.0,0.0,0.444,0,0,0
2022-07-27,2022,7,2,0,0,52,21,2,76.1,186.3,1800,1516,120,104,40,107,0.107,78,0,0.0,0.0,0.434,0,0,0
2022-07-28,2022,7,3,0,0,52,9,3,70.1,202.0,1800,1550,120,105,39,105,0.127,72,0,0.0,0.0,0.423,0,0,0
2022-07-29,2022,7,4,0,0,54,22,0,40.8,160.4,1800,1416,120,96,41,108,0.098,78,0,0.0,0.0,0.411,0,0,0
2022-07-30,2022,7,5,1,0,63,19,0,77.0,202.3,1800,1554,120,102,33,88,0.079,76,0,0.0,0.0,0.399,0,0,0
2022-07-31,2022,7,6,1,0,56,16,0,87.4,184.3,1800,1643,120,94,32,86,0.105,78,0,0.0,0.0,0.386,0,0,0
2022-08-01,2022,8,0,0,0,62,21,2,65.7,148.0,1800,1512,120,96,42,111,0.075,78,0,0.0,0.0,0.373,0,0,0
2022-08-02,2022,8,1,0,0,64,22,2,61.1,189.3,1800,1550,120,94,42,112,0.068,85,0,0.0,0.0,0.36,1,0,0
2022-08-03,2022,8,2,0,0,59,21,2,76.1,193.2,1800,1591,120,92,43,114,0.053,79,0,0.0,0.0,0.346,1,0,0
2022-08-04,2022,8,3,0,0,62,16,1,74.2,186.3,1800,1526,120,105,42,113,0.057,84,0,0.0,0.0,0.332,1,0,0
2022-08-05,2022,8,4,0,0,63,23,2,59.6,165.4,1800,1502,120,102,42,112,0.07,75,0,0.0,0.0,0.318,1,0,0
2022-08-06,2022,8,5,1,0,70,27,5,59.3,146.5,1800,1410,120,104,34,90,0.064,77,0,0.0,0.0,0.304,1,0,0
2022-08-07,2022,8,6,1,0,65,20,1,60.7,216.6,1800,1567,120,98,33,87,0.093,73,0,0.0,0.0,0.29,1,0,0
2022-08-08,2022,8,0,0,0,68,20,3,46.7,158.7,1800,1525,120,102,42,112,0.063,78,0,0.0,0.0,0.276,1,0,0
2022-08-09,2022,8,1,0,0,64,18,1,41.8,156.2,1800,1476,120,86,44,117,0.023,82,0,0.0,0.0,0.262,1,0,0
2022-08-10,2022,8,2,0,0,62,15,4,65.4,156.9,1800,1537,120,101,42,112,0.065,85,0,0.0,0.0,0.249,1,0,0
2022-08-11,2022,8,3,0,0,60,15,1,63.7,172.4,1800,1498,120,97,42,111,0.076,81,0,0.0,0.0,0.235,1,0,0
2022-08-12,2022,8,4,0,0,57,18,4,41.9,162.0,1800,1500,120,99,42,111,0.073,82,0,0.0,0.0,0.222,1,0,0
2022-08-13,2022,8,5,1,0,64,17,3,86.8,168.4,1800,1561,120,98,32,85,0.115,75,0,0.0,0.0,0.209,1,0,0
2022-08-14,2022,8,6,1,0,58,17,1,83.4,178.2,1800,1455,120,89,33,89,0.072,73,0,0.0,0.0,0.196,0,0,0
2022-08-15,2022,8,0,0,1,72,20,1,64.0,184.9,1800,1583,120,86,30,81,0.102,84,0,0.0,0.0,0.184,0,0,0
2022-08-16,2022,8,1,0,0,60,19,2,74.8,186.1,1800,1441,120,86,41,110,0.08,75,0,0.0,0.0,0.0,0,0,0
2022-08-17,2022,8,2,0,0,50,16,2,77.8,170.2,1800,1481,120,93,41,111,0.079,74,0,0.0,0.0,0.0,0,0,0
2022-08-18,2022,8,3,0,0,49,8,3,63.7,214.9,1800,1620,120,94,42,112,0.063,87,0,0.0,0.0,0.0,0,0,0
2022-08-19,2022,8,4,0,0,48,11,1,67.8,184.0,1800,1577,120,82,41,111,0.079,88,0,0.0,0.0,0.0,0,0,0
2022-08-20,2022,8,5,1,0,54,17,3,66.4,198.2,1800,1522,120,84,34,90,0.065,83,0,0.0,0.0,0.0,0,0,0
2022-08-21,2022,8,6,1,0,57,19,0,85.6,185.3,1800,1466,120,86,33,88,0.083,80,0,0.0,0.0,0.0,0,0,0
2022-08-22,2022,8,0,0,0,64,19,2,52.7,160.2,1800,1488,120,88,42,111,0.075,86,0,0.0,0.0,0.0,0,0,0
2022-08-23,2022,8,1,0,0,53,16,2,73.9,194.5,1800,1520,120,82,42,113,0.061,77,0,0.0,0.0,0.0,0,0,0
2022-08-24,2022,8,2,0,0,50,11,2,56.0,183.8,1800,1519,120,81,41,108,0.1,81,0,0.0,0.0,0.0,0,0,0
2022-08-25,2022,8,3,0,0,45,17,2,89.3,203.0,1800,1512,120,85,41,109,0.089,80,0,0.0,0.0,0.0,0,0,0
2022-08-26,2022,8,4,0,0,52,17,3,47.1,163.2,1800,1515,120,91,42,111,0.071,88,0,0.0,0.0,0.0,0,0,0
2022-08-27,2022,8,5,1,0,53,13,1,64.5,146.7,1800,1505,120,83,33,88,0.083,89,0,0.0,0.0,0.0,0,0,0
2022-08-28,2022,8,6,1,0,55,16,0,75.3,182.8,1800,1439,120,89,33,88,0.078,85,0,0.0,0.0,0.0,0,0,0
2022-08-29,2022,8,0,0,0,57,11,1,59.1,149.1,1800,1489,120,96,42,112,0.063,77,0,0.0,0.0,0.0,0,0,0
2022-08-30,2022,8,1,0,0,55,11,5,88.4,225.3,1800,1566,120,82,41,110,0.081,82,0,0.0,0.0,0.0,0,0,0
2022-08-31,2022,8,2,0,0,47,19,0,61.2,177.0,1800,1443,120,89,42,112,0.068,79,0,0.0,0.0,0.0,0,0,0
2022-09-01,2022,9,3,0,0,50,13,0,45.0,139.8,1800,1513,120,96,42,113,0.061,88,0,0.0,0.0,0.0,0,0,0
2022-09-02,2022,9,4,0,0,62,20,0,48.1,171.8,1800,1479,120,87,43,114,0.048,77,0,0.0,0.0,0.0,0,0,0
2022-09-03,2022,9,5,1,0,56,16,0,70.9,172.1,1800,1529,120,87,33,89,0.073,76,0,0.0,0.0,0.0,0,0,0
2022-09-04,2022,9,6,1,0,57,20,2,63.9,174.8,1800,1502,120,97,33,87,0.091,86,0,0.0,0.0,0.0,0,0,0
2022-09-05,2022,9,0,0,0,71,22,2,71.9,186.9,1800,1603,120,88,42,112,0.066,82,0,0.0,0.0,0.0,0,0,0
2022-09-06,2022,9,1,0,0,69,27,1,62.9,200.4,1800,1550,120,97,39,104,0.13,88,0,0.0,0.0,0.0,0,0,0
2022-09-07,2022,9,2,0,0,53,16,1,56.2,165.9,1800,1452,120,93,41,108,0.098,76,0,0.0,0.0,0.0,0,0,0
2022-09-08,2022,9,3,0,0,53,20,0,55.1,160.2,1800,1559,120,88,40,107,0.106,87,0,0.0,0.0,0.0,0,0,0
2022-09-09,2022,9,4,0,0,57,12,0,63.9,149.4,1800,1481,120,93,41,108,0.096,76,0,0.0,0.0,0.0,0,0,0
2022-09-10,2022,9,5,1,0,64,16,2,74.6,185.8,1800,1492,120,92,32,85,0.117,75,0,0.0,0.0,0.0,0,0,0
2022-09-11,2022,9,6,1,0,57,16,1,58.8,207.3,1800,1540,120,96,34,90,0.064,82,0,0.0,0.0,0.0,0,0,0
2022-09-12,2022,9,0,0,0,64,20,2,63.8,174.9,1800,1496,120,87,44,117,0.029,78,0,0.0,0.0,0.0,0,0,0
2022-09-13,2022,9,1,0,0,62,22,0,63.4,168.7,1800,1571,120,90,42,111,0.071,84,0,0.0,0.0,0.0,0,0,0
2022-09-14,2022,9,2,0,0,57,19,1,62.8,190.0,1800,1481,120,90,41,109,0.091,75,0,0.0,0.0,0.0,0,0,0
2022-09-15,2022,9,3,0,0,53,9,2,46.8,141.0,1800,1489,120,94,41,110,0.083,76,0,0.0,0.0,0.0,0,0,0
2022-09-16,2022,9,4,0,0,56,13,1,76.8,189.0,1800,1487,120,84,41,110,0.086,86,0,0.0,0.0,0.0,0,0,0
2022-09-17,2022,9,5,1,0,56,15,2,66.5,173.4,1800,1492,120,96,32,86,0.106,78,0,0.0,0.0,0.0,0,0,0
2022-09-18,2022,9,6,1,0,58,23,2,75.7,187.5,1800,1582,120,93,33,88,0.088,85,0,0.0,0.0,0.0,0,0,0
2022-09-19,2022,9,0,0,0,64,19,3,64.1,154.3,1800,1557,120,82,41,108,0.096,86,0,0.0,0.0,0.0,0,0,0
2022-09-20,2022,9,1,0,0,61,16,1,69.6,194.2,1800,1615,120,97,42,113,0.061,76,0,0.0,0.0,0.0,0,0,0
2022-09-21,2022,9,2,0,0,54,22,0,37.7,180.4,1800,1645,120,103,42,113,0.058,87,0,0.0,0.0,0.0,0,0,0
2022-09-22,2022,9,3,0,0,55,19,1,64.7,146.7,1800,1467,120,96,40,107,0.112,79,0,0.0,0.0,0.0,0,0,0
2022-09-23,2022,9,4,0,0,59,9,3,51.5,157.1,1800,1527,120,99,41,110,0.082,81,0,0.0,0.0,0.0,0,0,0
2022-09-24,2022,9,5,1,0,60,20,1,75.3,178.7,1800,1459,120,91,34,90,0.068,76,0,0.0,0.0,0.0,0,0,0
2022-09-25,2022,9,6,1,0,61,16,1,47.4,160.0,1800,1481,120,80,34,90,0.068,88,0,0.0,0.0,0.0,0,0,0
2022-09-26,2022,9,0,0,0,65,22,3,49.7,154.2,1800,1489,120,79,42,112,0.067,83,0,0.0,0.0,0.0,0,0,0
2022-09-27,2022,9,1,0,0,60,20,0,34.9,122.6,1800,1466,120,92,42,112,0.066,83,0,0.0,0.0,0.0,0,0,0
2022-09-28,2022,9,2,0,0,54,21,1,42.5,124.9,1800,1466,120,86,43,113,0.054,90,0,0.0,0.0,0.0,0,0,0
2022-09-29,2022,9,3,0,0,55,17,2,59.8,174.0,1800,1515,120,85,43,114,0.05,80,0,0.0,0.0,0.0,0,0,0
2022-09-30,2022,9,4,0,0,56,19,2,68.4,184.9,1800,1457,120,90,42,111,0.076,88,0,0.0,0.0,0.0,0,0,0
2022-10-01,2022,10,5,1,0,73,25,2,71.4,185.1,1800,1575,120,94,34,89,0.068,86,0,0.0,0.0,0.0,0,0,0
2022-10-02,2022,10,6,1,0,71,22,2,98.5,195.2,1800,1480,120,81,32,86,0.102,89,0,0.0,0.0,0.0,0,0,0
2022-10-03,2022,10,0,0,0,71,14,2,85.5,209.3,1800,1682,120,87,41,110,0.086,89,0,0.0,0.0,0.0,0,0,0
2022-10-04,2022,10,1,0,0,63,19,1,61.6,166.8,1800,1506,120,99,41,110,0.085,90,0,0.0,0.0,0.0,0,0,0
2022-10-05,2022,10,2,0,0,58,17,0,57.5,170.9,1800,1534,120,84,42,112,0.065,77,0,0.0,0.0,0.0,0,0,0
2022-10-06,2022,10,3,0,0,63,16,1,79.0,202.4,1800,1460,120,95,42,111,0.078,87,0,0.0,0.0,0.0,0,0,0
2022-10-07,2022,10,4,0,0,62,18,0,54.9,165.8,1800,1622,120,87,41,110,0.087,87,0,0.0,0.0,0.0,0,0,0
2022-10-08,2022,10,5,1,0,67,21,2,88.0,198.0,1800,1590,120,93,33,87,0.094,85,0,0.0,0.0,0.0,0,0,0
2022-10-09,2022,10,6,1,0,60,14,2,73.2,185.7,1800,1546,120,97,33,89,0.078,79,0,0.0,0.0,0.0,0,0,0
2022-10-10,2022,10,0,0,0,73,33,1,66.8,173.0,1800,1457,120,94,40,108,0.102,89,0,0.0,0.0,0.0,0,0,0
2022-10-11,2022,10,1,0,0,66,17,1,58.2,179.6,1800,1541,120,95,41,110,0.08,78,0,0.0,0.0,0.0,0,0,0
2022-10-12,2022,10,2,0,0,58,20,2,54.8,161.2,1800,1469,120,83,41,108,0.096,82,0,0.0,0.0,0.0,0,0,0
2022-10-13,2022,10,3,0,0,58,12,4,67.8,161.2,1800,1609,120,97,42,112,0.07,83,0,0.0,0.0,0.0,0,0,0
2022-10-14,2022,10,4,0,0,62,23,2,55.1,168.2,1800,1574,120,85,43,115,0.044,77,0,0.0,0.0,0.0,0,0,0
2022-10-15,2022,10,5,1,0,68,22,2,71.8,194.7,1800,1552,120,94,33,87,0.093,86,0,0.0,0.313,0.0,0,0,0
2022-10-16,2022,10,6,1,0,67,22,1,57.5,157.0,1800,1416,120,94,32,86,0.102,76,0,0.0,0.326,0.0,0,0,0
2022-10-17,2022,10,0,0,0,72,20,1,64.4,193.0,1800,1495,120,95,41,108,0.1,85,0,0.0,0.34,0.0,0,0,0
2022-10-18,2022,10,1,0,0,66,18,3,52.2,165.3,1800,1586,120,95,41,108,0.097,87,0,0.0,0.355,0.0,0,0,0
2022-10-19,2022,10,2,0,0,63,14,2,65.8,207.3,1800,1615,120,88,41,110,0.082,79,0,0.0,0.369,0.0,0,0,0
2022-10-20,2022,10,3,0,0,64,17,3,60.4,183.0,1800,1611,120,85,42,111,0.073,84,0,0.0,0.384,0.0,0,0,0
2022-10-21,2022,10,4,0,0,54,16,1,45.4,152.5,1800,1466,120,98,40,108,0.101,76,0,0.0,0.399,0.0,0,0,0
2022-10-22,2022,10,5,1,0,67,12,2,66.7,206.8,1800,1569,120,94,32,87,0.098,86,0,0.0,0.414,0.0,0,0,0
2022-10-23,2022,10,6,1,0,69,22,1,84.1,210.1,1800,1608,120,100,33,88,0.079,87,0,0.0,0.43,0.0,0,0,0
2022-10-24,2022,10,0,0,0,74,26,2,65.7,172.9,1800,1464,120,93,40,106,0.113,75,0,0.0,0.445,0.0,0,0,0
2022-10-25,2022,10,1,0,0,67,17,1,61.9,180.5,1800,1554,120,85,42,111,0.073,83,0,0.0,0.461,0.0,0,0,0
2022-10-26,2022,10,2,0,0,57,18,1,75.7,202.0,1800,1571,120,99,41,110,0.08,80,0,0.0,0.476,0.0,0,0,0
2022-10-27,2022,10,3,0,0,62,15,1,57.7,172.8,1800,1540,120,91,39,105,0.125,80,0,0.0,0.492,0.0,0,0,0
2022-10-28,2022,10,4,0,0,68,24,1,52.4,140.1,1800,1457,120,96,40,107,0.11,82,0,0.0,0.508,0.0,0,0,0
2022-10-29,2022,10,5,1,0,64,26,1,99.6,219.5,1800,1541,120,90,33,88,0.085,79,0,0.0,0.524,0.0,0,0,0
2022-10-30,2022,10,6,1,0,72,26,2,78.4,176.3,1800,1541,120,104,32,87,0.099,80,0,0.0,0.54,0.0,0,0,0
2022-10-31,2022,10,0,0,0,73,30,3,61.8,166.8,1800,1552,120,89,41,108,0.096,74,0,0.0,0.556,0.0,0,0,0
2022-11-01,2022,11,1,0,1,79,30,0,61.9,153.5,1800,1539,120,92,32,87,0.039,76,0,0.0,0.571,0.0,0,0,0
2022-11-02,2022,11,2,0,0,66,20,1,52.1,187.5,1800,1547,120,95,42,111,0.076,84,0,0.0,0.587,0.0,0,0,0
2022-11-03,2022,11,3,0,0,67,17,1,98.5,206.0,1800,1569,120,88,41,109,0.093,72,0,0.0,0.602,0.0,0,0,0
2022-11-04,2022,11,4,0,0,75,21,1,60.5,159.5,1800,1596,120,96,41,109,0.088,79,0,0.0,0.618,0.0,0,0,0
2022-11-05,2022,11,5,1,0,78,23,5,103.8,201.4,1800,1557,120,104,32,86,0.1,73,0,0.0,0.633,0.0,0,0,0
2022-11-06,2022,11,6,1,0,84,18,4,108.5,233.9,1800,1552,120,92,32,85,0.118,83,0,0.0,0.647,0.0,0,0,0
2022-11-07,2022,11,0,0,0,87,37,4,69.5,174.1,1800,1580,120,97,41,109,0.089,79,0,0.0,0.662,0.0,0,0,0
2022-11-08,2022,11,1,0,0,78,22,1,51.3,151.2,1800,1472,120,78,42,111,0.075,76,0,0.0,0.676,0.0,0,0,0
2022-11-09,2022,11,2,0,0,77,23,0,81.5,213.1,1800,1602,120,95,40,108,0.103,73,0,0.0,0.69,0.0,0,0,0
2022-11-10,2022,11,3,0,0,71,21,1,70.9,197.2,1800,1577,120,93,41,109,0.09,76,0,0.0,0.704,0.0,0,0,0
2022-11-11,2022,11,4,0,1,78,23,1,77.1,188.9,1800,1580,120,90,31,82,0.094,84,0,0.0,0.717,0.0,0,0,0
2022-11-12,2022,11,5,1,0,76,22,1,91.3,222.1,1800,1630,120,102,33,87,0.092,77,0,0.0,0.729,0.0,0,0,0
2022-11-13,2022,11,6,1,0,77,21,1,73.6,184.0,1800,1474,120,93,31,82,0.143,76,0,0.0,0.741,0.0,0,0,0
2022-11-14,2022,11,0,0,0,78,26,3,59.1,161.4,1800,1473,120,94,43,114,0.053,80,0,0.0,0.753,0.0,0,0,0
2022-11-15,2022,11,1,0,0,82,30,2,56.1,183.2,1800,1607,120,99,41,108,0.096,74,0,0.0,0.764,0.221,0,0,0
2022-11-16,2022,11,2,0,0,69,25,2,64.9,218.5,1800,1593,120,90,40,108,0.104,75,0,0.0,0.775,0.232,0,0,0
2022-11-17,2022,11,3,0,0,74,23,5,94.6,215.0,1800,1604,120,95,41,109,0.089,73,0,0.0,0.785,0.244,0,0,0
2022-11-18,2022,11,4,0,0,72,18,0,76.4,189.8,1800,1571,120,108,39,105,0.123,70,0,0.0,0.794,0.256,0,0,0
2022-11-19,2022,11,5,1,0,84,21,5,79.5,231.0,1800,1633,120,90,32,84,0.122,78,0,0.0,0.803,0.269,0,0,0
2022-11-20,2022,11,6,1,0,82,28,1,92.5,205.9,1800,1648,120,98,32,86,0.105,80,0,0.0,0.811,0.281,0,0,0
2022-11-21,2022,11,0,0,0,93,29,4,82.7,213.9,1800,1625,120,101,40,108,0.101,81,0,0.0,0.818,0.294,0,0,0
2022-11-22,2022,11,1,0,0,82,24,3,71.3,177.6,1800,1586,120,114,40,107,0.105,80,0,0.0,0.825,0.307,0,0,0
2022-11-23,2022,11,2,0,0,68,21,2,57.2,152.8,1800,1487,120,109,40,107,0.106,73,0,0.0,0.831,0.32,0,0,0
2022-11-24,2022,11,3,0,0,71,19,3,84.3,196.4,1800,1644,120,101,40,107,0.106,70,0,0.0,0.836,0.334,0,0,0
2022-11-25,2022,11,4,0,0,70,20,1,92.1,223.5,1800,1669,120,113,40,107,0.105,75,0,0.0,0.84,0.347,0,0,0
2022-11-26,2022,11,5,1,0,78,24,2,89.5,201.6,1800,1639,120,101,32,85,0.114,80,0,0.0,0.844,0.36,0,0,0
2022-11-27,2022,11,6,1,0,85,20,3,78.7,200.0,1800,1557,120,112,32,84,0.124,76,0,0.0,0.846,0.374,0,0,0
2022-11-28,2022,11,0,0,0,89,32,1,75.6,195.7,1800,1642,120,98,41,110,0.085,72,0,0.0,0.848,0.387,0,0,0
2022-11-29,2022,11,1,0,0,77,24,4,67.2,168.8,1800,1653,120,113,41,109,0.089,75,0,0.0,0.85,0.4,0,0,0
2022-11-30,2022,11,2,0,0,70,21,3,69.3,174.6,1800,1691,120,104,42,111,0.075,76,0,0.0,0.85,0.413,0,0,0
2022-12-01,2022,12,3,0,0,88,23,2,72.2,201.9,1800,1602,120,104,39,103,0.139,78,0,0.331,0.85,0.426,0,0,0
2022-12-02,2022,12,4,0,0,85,28,3,75.7,201.6,1800,1639,120,109,39,105,0.127,75,0,0.349,0.848,0.439,0,0,0
2022-12-03,2022,12,5,1,0,96,27,1,89.6,208.8,1800,1694,120,113,31,83,0.133,70,0,0.367,0.846,0.452,0,0,0
2022-12-04,2022,12,6,1,0,101,25,5,94.0,223.0,1800,1658,120,109,33,87,0.095,67,0,0.385,0.844,0.464,0,0,0
2022-12-05,2022,12,0,0,0,112,34,2,65.4,178.6,1800,1597,120,115,38,101,0.16,70,0,0.404,0.84,0.476,0,0,0
2022-12-06,2022,12,1,0,0,102,35,3,77.0,195.8,1800,1681,120,109,40,106,0.113,67,0,0.423,0.836,0.488,0,0,0
2022-12-07,2022,12,2,0,0,81,19,1,64.0,195.9,1800,1692,120,117,39,104,0.129,75,0,0.443,0.831,0.499,0,0,0
2022-12-08,2022,12,3,0,0,91,24,4,80.0,212.5,1800,1667,120,116,39,103,0.144,68,0,0.463,0.825,0.51,0,0,0
2022-12-09,2022,12,4,0,0,93,27,3,77.2,192.6,1800,1676,120,113,40,107,0.108,67,0,0.483,0.818,0.521,0,0,0
2022-12-10,2022,12,5,1,0,103,35,3,97.7,215.3,1800,1652,120,111,32,85,0.117,65,0,0.503,0.811,0.531,0,0,0
2022-12-11,2022,12,6,1,0,109,31,2,93.3,245.4,1800,1747,120,115,31,83,0.133,69,0,0.523,0.803,0.54,0,0,0
2022-12-12,2022,12,0,0,0,97,35,3,79.5,193.8,1800,1620,120,118,37,98,0.187,67,0,0.543,0.794,0.549,0,0,0
2022-12-13,2022,12,1,0,0,98,31,3,67.8,197.7,1800,1638,120,118,39,104,0.136,60,0,0.564,0.785,0.557,0,0,0
2022-12-14,2022,12,2,0,0,97,21,2,68.1,213.9,1800,1672,120,118,38,100,0.163,71,0,0.584,0.775,0.565,0,0,0
2022-12-15,2022,12,3,0,0,84,19,3,89.7,254.0,1800,1720,120,118,38,101,0.155,63,0,0.604,0.764,0.571,0,0,0
2022-12-16,2022,12,4,0,0,101,27,3,80.7,201.3,1800,1593,120,118,39,103,0.139,64,0,0.624,0.753,0.578,0,0,0
2022-12-17,2022,12,5,1,0,104,33,5,108.8,222.2,1800,1604,120,118,32,85,0.113,60,0,0.644,0.741,0.583,0,0,0
2022-12-18,2022,12,6,1,0,106,35,3,82.4,197.4,1800,1566,120,118,30,81,0.154,65,0,0.663,0.729,0.588,0,0,0
2022-12-19,2022,12,0,0,0,106,25,3,85.3,212.4,1800,1679,120,118,40,108,0.103,67,0,0.682,0.717,0.592,0,0,0
2022-12-20,2022,12,1,0,0,106,31,3,71.1,209.4,1800,1617,120,111,38,100,0.166,69,0,0.701,0.704,0.595,0,0,0
2022-12-21,2022,12,2,0,0,100,29,2,73.1,205.1,1800,1658,120,114,39,103,0.138,57,0,0.719,0.69,0.597,0,0,0
2022-12-22,2022,12,3,0,0,93,27,4,79.0,201.9,1800,1715,120,114,41,110,0.081,70,0,0.737,0.676,0.599,0,0,0
2022-12-23,2022,12,4,0,0,96,27,6,82.8,195.9,1800,1645,120,118,39,105,0.128,66,0,0.754,0.662,0.6,0,0,0
2022-12-24,2022,12,5,1,0,104,24,5,97.7,236.6,1800,1692,120,116,31,82,0.148,60,0,0.77,0.647,0.6,0,0,0
2022-12-25,2022,12,6,1,1,103,21,6,108.1,237.0,1800,1664,120,118,22,57,0.13,58,0,0.786,0.633,0.599,0,0,0
2022-12-26,2022,12,0,0,0,109,30,0,89.2,238.3,1800,1717,120,118,38,102,0.149,60,0,0.801,0.618,0.597,0,0,0
2022-12-27,2022,12,1,0,0,101,27,3,81.8,189.2,1800,1706,120,118,40,106,0.118,68,0,0.815,0.602,0.595,0,0,0
2022-12-28,2022,12,2,0,0,97,34,4,61.2,190.1,1800,1643,120,116,40,107,0.109,59,0,0.828,0.587,0.592,0,0,0
2022-12-29,2022,12,3,0,0,97,34,1,80.7,224.9,1800,1671,120,113,39,104,0.133,62,0,0.84,0.571,0.588,0,0,0
2022-12-30,2022,12,4,0,0,89,24,5,91.3,221.8,1800,1736,120,118,39,104,0.135,65,0,0.851,0.556,0.583,0,0,0
2022-12-31,2022,12,5,1,0,102,27,4,83.2,234.4,1800,1701,120,118,31,84,0.127,68,0,0.861,0.54,0.578,0,0,0
2023-01-01,2023,1,6,1,1,112,33,3,109.5,225.4,1800,1599,120,107,21,56,0.159,65,0,0.87,0.524,0.571,0,0,0
2023-01-02,2023,1,0,0,0,101,27,3,64.3,208.3,1800,1709,120,114,40,106,0.117,66,0,0.878,0.508,0.565,0,0,0
2023-01-03,2023,1,1,0,0,94,20,1,72.2,193.6,1800,1614,120,117,39,103,0.14,57,0,0.885,0.492,0.557,0,0,0
2023-01-04,2023,1,2,0,0,92,24,6,81.0,214.6,1800,1748,120,118,39,104,0.134,68,0,0.89,0.476,0.549,0,0,0
2023-01-05,2023,1,3,0,0,92,27,2,70.1,203.1,1800,1726,120,118,40,108,0.102,59,0,0.894,0.461,0.54,0,0,0
2023-01-06,2023,1,4,0,0,91,31,6,61.3,206.3,1800,1685,120,117,40,107,0.106,57,0,0.898,0.445,0.531,0,0,0
2023-01-07,2023,1,5,1,0,105,24,3,93.2,237.7,1800,1677,120,118,31,83,0.132,69,0,0.899,0.43,0.521,0,0,0
2023-01-08,2023,1,6,1,0,102,37,3,80.5,182.0,1800,1656,120,115,30,80,0.171,58,0,0.9,0.414,0.51,0,0,0
2023-01-09,2023,1,0,0,0,108,35,3,75.3,201.4,1800,1702,120,110,39,103,0.142,57,0,0.899,0.399,0.499,0,0,0
2023-01-10,2023,1,1,0,0,100,33,7,89.2,196.0,1800,1644,120,112,41,109,0.095,65,0,0.898,0.384,0.488,0,0,0
2023-01-11,2023,1,2,0,0,100,32,2,65.8,209.4,1800,1675,120,113,42,112,0.067,60,0,0.894,0.369,0.476,0,0,0
2023-01-12,2023,1,3,0,0,86,19,2,93.0,208.7,1800,1708,120,113,39,103,0.143,58,0,0.89,0.355,0.464,0,0,0
2023-01-13,2023,1,4,0,0,80,22,3,73.1,206.8,1800,1629,120,101,39,105,0.125,65,0,0.885,0.34,0.452,0,0,0
2023-01-14,2023,1,5,1,0,104,39,2,81.9,220.1,1800,1624,120,109,31,82,0.149,67,0,0.878,0.326,0.439,0,0,0
2023-01-15,2023,1,6,1,0,94,33,2,93.6,219.4,1800,1591,120,112,32,86,0.108,68,0,0.87,0.313,0.426,0,0,0
2023-01-16,2023,1,0,0,0,101,25,1,90.1,201.5,1800,1579,120,107,39,105,0.124,59,0,0.861,0.0,0.413,0,0,0
